Linje,Påstigende,date
40,1127,27/02/2022 00:00
42,1868,27/02/2022 00:00
20,6588,28/02/2022 00:00
21,463,28/02/2022 00:00
22,285,28/02/2022 00:00
23,255,28/02/2022 00:00
24,6344,28/02/2022 00:00
26,3665,28/02/2022 00:00
27,233,28/02/2022 00:00
28,4814,28/02/2022 00:00
29,185,28/02/2022 00:00
31,151,28/02/2022 00:00
32,145,28/02/2022 00:00
33,4231,28/02/2022 00:00
34,4649,28/02/2022 00:00
35,330,28/02/2022 00:00
36,319,28/02/2022 00:00
40,2681,28/02/2022 00:00
42,7048,28/02/2022 00:00
43,297,28/02/2022 00:00
44,94,28/02/2022 00:00
20,6676,01/03/2022 00:00
21,379,01/03/2022 00:00
22,292,01/03/2022 00:00
23,284,01/03/2022 00:00
24,5800,01/03/2022 00:00
26,3286,01/03/2022 00:00
27,284,01/03/2022 00:00
28,4630,01/03/2022 00:00
29,173,01/03/2022 00:00
31,109,01/03/2022 00:00
32,159,01/03/2022 00:00
33,4586,01/03/2022 00:00
34,4861,01/03/2022 00:00
35,319,01/03/2022 00:00
36,315,01/03/2022 00:00
40,2684,01/03/2022 00:00
42,6169,01/03/2022 00:00
43,354,01/03/2022 00:00
44,102,01/03/2022 00:00
20,6640,02/03/2022 00:00
21,521,02/03/2022 00:00
22,258,02/03/2022 00:00
23,259,02/03/2022 00:00
24,6036,02/03/2022 00:00
26,3102,02/03/2022 00:00
27,207,02/03/2022 00:00
28,4761,02/03/2022 00:00
29,172,02/03/2022 00:00
31,156,02/03/2022 00:00
32,141,02/03/2022 00:00
33,4277,02/03/2022 00:00
34,4738,02/03/2022 00:00
35,302,02/03/2022 00:00
36,328,02/03/2022 00:00
40,2794,02/03/2022 00:00
42,6819,02/03/2022 00:00
43,335,02/03/2022 00:00
44,93,02/03/2022 00:00
20,6666,03/03/2022 00:00
21,534,03/03/2022 00:00
22,302,03/03/2022 00:00
23,210,03/03/2022 00:00
24,6098,03/03/2022 00:00
26,3157,03/03/2022 00:00
27,238,03/03/2022 00:00
28,4877,03/03/2022 00:00
29,143,03/03/2022 00:00
31,141,03/03/2022 00:00
32,116,03/03/2022 00:00
33,4107,03/03/2022 00:00
34,4822,03/03/2022 00:00
35,316,03/03/2022 00:00
36,205,03/03/2022 00:00
40,2906,03/03/2022 00:00
42,6447,03/03/2022 00:00
43,297,03/03/2022 00:00
44,104,03/03/2022 00:00
20,6907,04/03/2022 00:00
21,387,04/03/2022 00:00
22,223,04/03/2022 00:00
23,183,04/03/2022 00:00
24,6538,04/03/2022 00:00
26,3513,04/03/2022 00:00
27,183,04/03/2022 00:00
28,5053,04/03/2022 00:00
29,114,04/03/2022 00:00
31,111,04/03/2022 00:00
32,164,04/03/2022 00:00
33,4249,04/03/2022 00:00
34,4513,04/03/2022 00:00
35,233,04/03/2022 00:00
36,232,04/03/2022 00:00
40,2921,04/03/2022 00:00
42,7303,04/03/2022 00:00
43,190,04/03/2022 00:00
44,88,04/03/2022 00:00
20,5177,05/03/2022 00:00
24,3715,05/03/2022 00:00
26,2584,05/03/2022 00:00
28,4572,05/03/2022 00:00
33,2711,05/03/2022 00:00
34,2584,05/03/2022 00:00
40,2024,05/03/2022 00:00
42,5253,05/03/2022 00:00
20,2554,06/03/2022 00:00
24,1976,06/03/2022 00:00
26,2105,06/03/2022 00:00
28,1951,06/03/2022 00:00
33,1270,06/03/2022 00:00
34,1468,06/03/2022 00:00
40,1578,06/03/2022 00:00
42,2886,06/03/2022 00:00
20,5446,07/03/2022 00:00
21,538,07/03/2022 00:00
22,256,07/03/2022 00:00
23,231,07/03/2022 00:00
24,4559,07/03/2022 00:00
26,2781,07/03/2022 00:00
27,173,07/03/2022 00:00
28,3682,07/03/2022 00:00
29,153,07/03/2022 00:00
31,149,07/03/2022 00:00
32,135,07/03/2022 00:00
33,3945,07/03/2022 00:00
34,4325,07/03/2022 00:00
35,291,07/03/2022 00:00
36,320,07/03/2022 00:00
40,1993,07/03/2022 00:00
42,5572,07/03/2022 00:00
43,209,07/03/2022 00:00
44,75,07/03/2022 00:00
20,5839,08/03/2022 00:00
21,480,08/03/2022 00:00
22,220,08/03/2022 00:00
23,221,08/03/2022 00:00
24,4587,08/03/2022 00:00
26,3236,08/03/2022 00:00
27,220,08/03/2022 00:00
28,4408,08/03/2022 00:00
29,176,08/03/2022 00:00
31,104,08/03/2022 00:00
32,134,08/03/2022 00:00
33,4234,08/03/2022 00:00
34,4406,08/03/2022 00:00
35,302,08/03/2022 00:00
36,313,08/03/2022 00:00
40,2170,08/03/2022 00:00
42,5048,08/03/2022 00:00
43,251,08/03/2022 00:00
44,74,08/03/2022 00:00
20,5733,09/03/2022 00:00
21,387,09/03/2022 00:00
22,237,09/03/2022 00:00
23,225,09/03/2022 00:00
24,4369,09/03/2022 00:00
26,2796,09/03/2022 00:00
27,222,09/03/2022 00:00
28,4217,09/03/2022 00:00
29,175,09/03/2022 00:00
31,171,09/03/2022 00:00
32,134,09/03/2022 00:00
33,3853,09/03/2022 00:00
34,4285,09/03/2022 00:00
35,267,09/03/2022 00:00
36,265,09/03/2022 00:00
40,2015,09/03/2022 00:00
42,5316,09/03/2022 00:00
43,209,09/03/2022 00:00
44,72,09/03/2022 00:00
20,5626,10/03/2022 00:00
21,462,10/03/2022 00:00
22,209,10/03/2022 00:00
23,184,10/03/2022 00:00
24,4678,10/03/2022 00:00
26,2711,10/03/2022 00:00
27,193,10/03/2022 00:00
28,4173,10/03/2022 00:00
29,113,10/03/2022 00:00
31,136,10/03/2022 00:00
32,128,10/03/2022 00:00
33,3994,10/03/2022 00:00
34,4341,10/03/2022 00:00
35,286,10/03/2022 00:00
36,286,10/03/2022 00:00
40,2234,10/03/2022 00:00
42,5311,10/03/2022 00:00
43,224,10/03/2022 00:00
44,79,10/03/2022 00:00
20,5832,11/03/2022 00:00
21,409,11/03/2022 00:00
22,204,11/03/2022 00:00
23,180,11/03/2022 00:00
24,4826,11/03/2022 00:00
26,3015,11/03/2022 00:00
27,135,11/03/2022 00:00
28,4671,11/03/2022 00:00
29,106,11/03/2022 00:00
31,124,11/03/2022 00:00
32,96,11/03/2022 00:00
33,3938,11/03/2022 00:00
34,4174,11/03/2022 00:00
35,224,11/03/2022 00:00
36,210,11/03/2022 00:00
40,2257,11/03/2022 00:00
42,5820,11/03/2022 00:00
43,183,11/03/2022 00:00
44,54,11/03/2022 00:00
20,4466,12/03/2022 00:00
24,3163,12/03/2022 00:00
26,2886,12/03/2022 00:00
28,4521,12/03/2022 00:00
33,2618,12/03/2022 00:00
34,2581,12/03/2022 00:00
40,1984,12/03/2022 00:00
42,5248,12/03/2022 00:00
20,2326,13/03/2022 00:00
24,1571,13/03/2022 00:00
26,1641,13/03/2022 00:00
28,1732,13/03/2022 00:00
33,1313,13/03/2022 00:00
34,1302,13/03/2022 00:00
40,1330,13/03/2022 00:00
42,2503,13/03/2022 00:00
20,6965,14/03/2022 00:00
21,495,14/03/2022 00:00
22,271,14/03/2022 00:00
23,283,14/03/2022 00:00
24,6102,14/03/2022 00:00
26,3230,14/03/2022 00:00
27,239,14/03/2022 00:00
28,4976,14/03/2022 00:00
29,181,14/03/2022 00:00
31,149,14/03/2022 00:00
32,169,14/03/2022 00:00
33,4493,14/03/2022 00:00
34,4727,14/03/2022 00:00
35,282,14/03/2022 00:00
36,309,14/03/2022 00:00
40,2690,14/03/2022 00:00
42,6559,14/03/2022 00:00
43,335,14/03/2022 00:00
44,88,14/03/2022 00:00
20,6725,15/03/2022 00:00
21,533,15/03/2022 00:00
22,370,15/03/2022 00:00
23,295,15/03/2022 00:00
24,6122,15/03/2022 00:00
26,3283,15/03/2022 00:00
27,225,15/03/2022 00:00
28,5095,15/03/2022 00:00
29,186,15/03/2022 00:00
31,202,15/03/2022 00:00
32,139,15/03/2022 00:00
33,4682,15/03/2022 00:00
34,4812,15/03/2022 00:00
35,331,15/03/2022 00:00
36,312,15/03/2022 00:00
40,2551,15/03/2022 00:00
42,6637,15/03/2022 00:00
43,381,15/03/2022 00:00
44,98,15/03/2022 00:00
20,6563,16/03/2022 00:00
21,573,16/03/2022 00:00
22,283,16/03/2022 00:00
23,269,16/03/2022 00:00
24,6497,16/03/2022 00:00
26,3060,16/03/2022 00:00
27,235,16/03/2022 00:00
28,5291,16/03/2022 00:00
29,209,16/03/2022 00:00
31,201,16/03/2022 00:00
32,170,16/03/2022 00:00
33,4781,16/03/2022 00:00
34,4988,16/03/2022 00:00
35,312,16/03/2022 00:00
36,313,16/03/2022 00:00
40,2648,16/03/2022 00:00
42,6915,16/03/2022 00:00
43,330,16/03/2022 00:00
44,107,16/03/2022 00:00
20,7218,17/03/2022 00:00
21,578,17/03/2022 00:00
22,355,17/03/2022 00:00
23,228,17/03/2022 00:00
24,6409,17/03/2022 00:00
26,3288,17/03/2022 00:00
27,247,17/03/2022 00:00
28,5143,17/03/2022 00:00
29,186,17/03/2022 00:00
31,165,17/03/2022 00:00
32,198,17/03/2022 00:00
33,4643,17/03/2022 00:00
34,5085,17/03/2022 00:00
35,303,17/03/2022 00:00
36,303,17/03/2022 00:00
40,2922,17/03/2022 00:00
42,7329,17/03/2022 00:00
43,323,17/03/2022 00:00
44,102,17/03/2022 00:00
20,7603,18/03/2022 00:00
21,372,18/03/2022 00:00
22,280,18/03/2022 00:00
23,250,18/03/2022 00:00
24,6954,18/03/2022 00:00
26,3468,18/03/2022 00:00
27,161,18/03/2022 00:00
28,5557,18/03/2022 00:00
29,153,18/03/2022 00:00
31,126,18/03/2022 00:00
32,134,18/03/2022 00:00
33,4748,18/03/2022 00:00
34,5092,18/03/2022 00:00
35,223,18/03/2022 00:00
36,231,18/03/2022 00:00
40,3069,18/03/2022 00:00
42,7477,18/03/2022 00:00
43,273,18/03/2022 00:00
44,66,18/03/2022 00:00
20,5311,19/03/2022 00:00
24,3397,19/03/2022 00:00
26,2620,19/03/2022 00:00
28,4828,19/03/2022 00:00
33,2752,19/03/2022 00:00
34,2861,19/03/2022 00:00
40,2177,19/03/2022 00:00
42,4851,19/03/2022 00:00
20,2391,20/03/2022 00:00
24,1745,20/03/2022 00:00
26,1740,20/03/2022 00:00
28,1875,20/03/2022 00:00
33,1242,20/03/2022 00:00
34,1269,20/03/2022 00:00
40,1343,20/03/2022 00:00
42,2438,20/03/2022 00:00
20,7088,21/03/2022 00:00
21,563,21/03/2022 00:00
22,271,21/03/2022 00:00
23,246,21/03/2022 00:00
24,6110,21/03/2022 00:00
26,3084,21/03/2022 00:00
27,209,21/03/2022 00:00
28,4670,21/03/2022 00:00
29,200,21/03/2022 00:00
31,178,21/03/2022 00:00
32,145,21/03/2022 00:00
33,4509,21/03/2022 00:00
34,4774,21/03/2022 00:00
35,281,21/03/2022 00:00
36,298,21/03/2022 00:00
40,2585,21/03/2022 00:00
42,6490,21/03/2022 00:00
43,301,21/03/2022 00:00
44,78,21/03/2022 00:00
20,7214,22/03/2022 00:00
21,579,22/03/2022 00:00
22,317,22/03/2022 00:00
23,280,22/03/2022 00:00
24,5900,22/03/2022 00:00
26,3007,22/03/2022 00:00
27,267,22/03/2022 00:00
28,5126,22/03/2022 00:00
29,215,22/03/2022 00:00
31,116,22/03/2022 00:00
32,172,22/03/2022 00:00
33,4871,22/03/2022 00:00
34,4919,22/03/2022 00:00
35,319,22/03/2022 00:00
36,356,22/03/2022 00:00
40,2748,22/03/2022 00:00
42,6063,22/03/2022 00:00
43,404,22/03/2022 00:00
44,115,22/03/2022 00:00
20,6840,23/03/2022 00:00
21,426,23/03/2022 00:00
22,302,23/03/2022 00:00
23,272,23/03/2022 00:00
24,5628,23/03/2022 00:00
26,2887,23/03/2022 00:00
27,221,23/03/2022 00:00
28,4564,23/03/2022 00:00
29,127,23/03/2022 00:00
31,141,23/03/2022 00:00
32,161,23/03/2022 00:00
33,4666,23/03/2022 00:00
34,4868,23/03/2022 00:00
35,340,23/03/2022 00:00
36,321,23/03/2022 00:00
40,2688,23/03/2022 00:00
42,6242,23/03/2022 00:00
43,343,23/03/2022 00:00
44,97,23/03/2022 00:00
20,7229,24/03/2022 00:00
21,579,24/03/2022 00:00
22,324,24/03/2022 00:00
23,230,24/03/2022 00:00
24,6327,24/03/2022 00:00
26,3276,24/03/2022 00:00
27,251,24/03/2022 00:00
28,4766,24/03/2022 00:00
29,171,24/03/2022 00:00
31,155,24/03/2022 00:00
32,176,24/03/2022 00:00
33,4610,24/03/2022 00:00
34,5085,24/03/2022 00:00
35,311,24/03/2022 00:00
36,344,24/03/2022 00:00
40,2782,24/03/2022 00:00
42,6358,24/03/2022 00:00
43,378,24/03/2022 00:00
44,80,24/03/2022 00:00
20,7348,25/03/2022 00:00
21,606,25/03/2022 00:00
22,272,25/03/2022 00:00
23,209,25/03/2022 00:00
24,6792,25/03/2022 00:00
26,3810,25/03/2022 00:00
27,173,25/03/2022 00:00
28,4922,25/03/2022 00:00
29,139,25/03/2022 00:00
31,119,25/03/2022 00:00
32,139,25/03/2022 00:00
33,4781,25/03/2022 00:00
34,5214,25/03/2022 00:00
35,283,25/03/2022 00:00
36,260,25/03/2022 00:00
40,2539,25/03/2022 00:00
42,7381,25/03/2022 00:00
43,270,25/03/2022 00:00
44,63,25/03/2022 00:00
20,4695,26/03/2022 00:00
24,3600,26/03/2022 00:00
26,2719,26/03/2022 00:00
28,4688,26/03/2022 00:00
33,2837,26/03/2022 00:00
34,2990,26/03/2022 00:00
40,1481,26/03/2022 00:00
42,4530,26/03/2022 00:00
20,2337,27/03/2022 00:00
24,2106,27/03/2022 00:00
26,1541,27/03/2022 00:00
28,1635,27/03/2022 00:00
33,1394,27/03/2022 00:00
34,1483,27/03/2022 00:00
40,916,27/03/2022 00:00
42,2325,27/03/2022 00:00
20,7117,28/03/2022 00:00
21,543,28/03/2022 00:00
22,375,28/03/2022 00:00
23,287,28/03/2022 00:00
24,5960,28/03/2022 00:00
26,3173,28/03/2022 00:00
27,215,28/03/2022 00:00
28,4786,28/03/2022 00:00
29,153,28/03/2022 00:00
31,159,28/03/2022 00:00
32,170,28/03/2022 00:00
33,4682,28/03/2022 00:00
34,4902,28/03/2022 00:00
35,328,28/03/2022 00:00
36,328,28/03/2022 00:00
40,1796,28/03/2022 00:00
42,6573,28/03/2022 00:00
43,392,28/03/2022 00:00
44,85,28/03/2022 00:00
20,7030,29/03/2022 00:00
21,683,29/03/2022 00:00
22,366,29/03/2022 00:00
23,282,29/03/2022 00:00
24,5504,29/03/2022 00:00
26,3073,29/03/2022 00:00
27,244,29/03/2022 00:00
28,4831,29/03/2022 00:00
29,187,29/03/2022 00:00
31,160,29/03/2022 00:00
32,184,29/03/2022 00:00
33,4868,29/03/2022 00:00
34,5068,29/03/2022 00:00
35,332,29/03/2022 00:00
36,356,29/03/2022 00:00
40,1689,29/03/2022 00:00
42,6643,29/03/2022 00:00
43,400,29/03/2022 00:00
44,98,29/03/2022 00:00
20,7244,30/03/2022 00:00
21,574,30/03/2022 00:00
22,357,30/03/2022 00:00
23,287,30/03/2022 00:00
24,6069,30/03/2022 00:00
26,3092,30/03/2022 00:00
27,261,30/03/2022 00:00
28,4755,30/03/2022 00:00
29,215,30/03/2022 00:00
31,163,30/03/2022 00:00
32,171,30/03/2022 00:00
33,4745,30/03/2022 00:00
34,5024,30/03/2022 00:00
35,343,30/03/2022 00:00
36,351,30/03/2022 00:00
40,2504,30/03/2022 00:00
42,6898,30/03/2022 00:00
43,389,30/03/2022 00:00
44,103,30/03/2022 00:00
20,7315,31/03/2022 00:00
21,568,31/03/2022 00:00
22,318,31/03/2022 00:00
23,236,31/03/2022 00:00
24,6177,31/03/2022 00:00
26,3222,31/03/2022 00:00
27,237,31/03/2022 00:00
28,4643,31/03/2022 00:00
29,180,31/03/2022 00:00
31,164,31/03/2022 00:00
32,177,31/03/2022 00:00
33,4858,31/03/2022 00:00
34,4963,31/03/2022 00:00
35,343,31/03/2022 00:00
36,319,31/03/2022 00:00
40,2789,31/03/2022 00:00
42,6985,31/03/2022 00:00
43,387,31/03/2022 00:00
44,111,31/03/2022 00:00
20,7339,01/04/2022 00:00
21,456,01/04/2022 00:00
22,287,01/04/2022 00:00
23,238,01/04/2022 00:00
24,6029,01/04/2022 00:00
26,3275,01/04/2022 00:00
27,187,01/04/2022 00:00
28,5449,01/04/2022 00:00
29,144,01/04/2022 00:00
31,143,01/04/2022 00:00
32,157,01/04/2022 00:00
33,4656,01/04/2022 00:00
34,4931,01/04/2022 00:00
35,252,01/04/2022 00:00
36,257,01/04/2022 00:00
40,2961,01/04/2022 00:00
42,7039,01/04/2022 00:00
43,309,01/04/2022 00:00
44,89,01/04/2022 00:00
20,4917,02/04/2022 00:00
24,3789,02/04/2022 00:00
26,2825,02/04/2022 00:00
28,5006,02/04/2022 00:00
33,2912,02/04/2022 00:00
34,2784,02/04/2022 00:00
40,1978,02/04/2022 00:00
42,4990,02/04/2022 00:00
20,2247,03/04/2022 00:00
24,1952,03/04/2022 00:00
26,1730,03/04/2022 00:00
28,1806,03/04/2022 00:00
33,1366,03/04/2022 00:00
34,1400,03/04/2022 00:00
40,1401,03/04/2022 00:00
42,2610,03/04/2022 00:00
20,6692,04/04/2022 00:00
21,532,04/04/2022 00:00
22,317,04/04/2022 00:00
23,313,04/04/2022 00:00
24,5930,04/04/2022 00:00
26,3245,04/04/2022 00:00
27,235,04/04/2022 00:00
28,4896,04/04/2022 00:00
29,179,04/04/2022 00:00
31,154,04/04/2022 00:00
32,139,04/04/2022 00:00
33,4550,04/04/2022 00:00
34,4870,04/04/2022 00:00
35,306,04/04/2022 00:00
36,264,04/04/2022 00:00
40,2509,04/04/2022 00:00
42,6483,04/04/2022 00:00
43,363,04/04/2022 00:00
44,97,04/04/2022 00:00
20,6792,05/04/2022 00:00
21,564,05/04/2022 00:00
22,332,05/04/2022 00:00
23,292,05/04/2022 00:00
24,5741,05/04/2022 00:00
26,3138,05/04/2022 00:00
27,253,05/04/2022 00:00
28,4925,05/04/2022 00:00
29,186,05/04/2022 00:00
31,137,05/04/2022 00:00
32,172,05/04/2022 00:00
33,4761,05/04/2022 00:00
34,4918,05/04/2022 00:00
35,311,05/04/2022 00:00
36,304,05/04/2022 00:00
40,2522,05/04/2022 00:00
42,6388,05/04/2022 00:00
43,402,05/04/2022 00:00
44,93,05/04/2022 00:00
20,7261,06/04/2022 00:00
21,492,06/04/2022 00:00
22,343,06/04/2022 00:00
23,252,06/04/2022 00:00
24,6216,06/04/2022 00:00
26,2638,06/04/2022 00:00
27,228,06/04/2022 00:00
28,4836,06/04/2022 00:00
29,189,06/04/2022 00:00
31,134,06/04/2022 00:00
32,150,06/04/2022 00:00
33,4527,06/04/2022 00:00
34,4747,06/04/2022 00:00
35,307,06/04/2022 00:00
36,286,06/04/2022 00:00
40,2376,06/04/2022 00:00
42,6187,06/04/2022 00:00
43,354,06/04/2022 00:00
44,80,06/04/2022 00:00
20,6690,07/04/2022 00:00
21,494,07/04/2022 00:00
22,324,07/04/2022 00:00
23,237,07/04/2022 00:00
24,6228,07/04/2022 00:00
26,3142,07/04/2022 00:00
27,189,07/04/2022 00:00
28,4969,07/04/2022 00:00
29,177,07/04/2022 00:00
31,142,07/04/2022 00:00
32,133,07/04/2022 00:00
33,4352,07/04/2022 00:00
34,4720,07/04/2022 00:00
35,288,07/04/2022 00:00
36,262,07/04/2022 00:00
40,2787,07/04/2022 00:00
42,6409,07/04/2022 00:00
43,305,07/04/2022 00:00
44,101,07/04/2022 00:00
20,5980,08/04/2022 00:00
21,395,08/04/2022 00:00
22,253,08/04/2022 00:00
23,190,08/04/2022 00:00
24,5549,08/04/2022 00:00
26,3269,08/04/2022 00:00
27,208,08/04/2022 00:00
28,4987,08/04/2022 00:00
29,137,08/04/2022 00:00
31,99,08/04/2022 00:00
32,114,08/04/2022 00:00
33,3860,08/04/2022 00:00
34,4070,08/04/2022 00:00
35,198,08/04/2022 00:00
36,178,08/04/2022 00:00
40,2697,08/04/2022 00:00
42,6772,08/04/2022 00:00
43,285,08/04/2022 00:00
44,60,08/04/2022 00:00
20,3645,09/04/2022 00:00
24,2890,09/04/2022 00:00
26,2322,09/04/2022 00:00
28,3897,09/04/2022 00:00
33,1990,09/04/2022 00:00
34,1996,09/04/2022 00:00
40,1638,09/04/2022 00:00
42,4118,09/04/2022 00:00
20,2022,10/04/2022 00:00
24,1653,10/04/2022 00:00
26,1356,10/04/2022 00:00
28,1589,10/04/2022 00:00
33,937,10/04/2022 00:00
34,1044,10/04/2022 00:00
40,1055,10/04/2022 00:00
42,2089,10/04/2022 00:00
20,3847,11/04/2022 00:00
21,213,11/04/2022 00:00
22,156,11/04/2022 00:00
23,131,11/04/2022 00:00
24,3578,11/04/2022 00:00
26,2402,11/04/2022 00:00
27,112,11/04/2022 00:00
28,3387,11/04/2022 00:00
29,72,11/04/2022 00:00
31,56,11/04/2022 00:00
32,79,11/04/2022 00:00
33,2504,11/04/2022 00:00
34,2748,11/04/2022 00:00
35,133,11/04/2022 00:00
36,137,11/04/2022 00:00
40,1736,11/04/2022 00:00
42,4759,11/04/2022 00:00
43,150,11/04/2022 00:00
44,36,11/04/2022 00:00
20,3561,12/04/2022 00:00
21,204,12/04/2022 00:00
22,131,12/04/2022 00:00
23,129,12/04/2022 00:00
24,3416,12/04/2022 00:00
26,2322,12/04/2022 00:00
27,101,12/04/2022 00:00
28,3344,12/04/2022 00:00
29,51,12/04/2022 00:00
31,47,12/04/2022 00:00
32,69,12/04/2022 00:00
33,2549,12/04/2022 00:00
34,2568,12/04/2022 00:00
35,111,12/04/2022 00:00
36,108,12/04/2022 00:00
40,1615,12/04/2022 00:00
42,4703,12/04/2022 00:00
43,121,12/04/2022 00:00
44,30,12/04/2022 00:00
20,3119,13/04/2022 00:00
21,85,13/04/2022 00:00
22,101,13/04/2022 00:00
23,46,13/04/2022 00:00
24,3005,13/04/2022 00:00
26,2303,13/04/2022 00:00
27,72,13/04/2022 00:00
28,2801,13/04/2022 00:00
29,36,13/04/2022 00:00
31,28,13/04/2022 00:00
32,30,13/04/2022 00:00
33,2062,13/04/2022 00:00
34,2157,13/04/2022 00:00
35,37,13/04/2022 00:00
36,61,13/04/2022 00:00
40,1440,13/04/2022 00:00
42,4093,13/04/2022 00:00
43,54,13/04/2022 00:00
44,15,13/04/2022 00:00
20,1591,14/04/2022 00:00
24,1155,14/04/2022 00:00
26,1106,14/04/2022 00:00
28,1190,14/04/2022 00:00
33,823,14/04/2022 00:00
34,898,14/04/2022 00:00
40,898,14/04/2022 00:00
42,1614,14/04/2022 00:00
20,1572,15/04/2022 00:00
24,1316,15/04/2022 00:00
26,1139,15/04/2022 00:00
28,1181,15/04/2022 00:00
33,787,15/04/2022 00:00
34,823,15/04/2022 00:00
40,857,15/04/2022 00:00
42,1612,15/04/2022 00:00
20,2130,16/04/2022 00:00
24,1709,16/04/2022 00:00
26,1343,16/04/2022 00:00
28,2125,16/04/2022 00:00
33,1192,16/04/2022 00:00
34,1211,16/04/2022 00:00
40,1176,16/04/2022 00:00
42,2541,16/04/2022 00:00
20,1469,17/04/2022 00:00
24,1406,17/04/2022 00:00
26,1079,17/04/2022 00:00
28,1248,17/04/2022 00:00
33,735,17/04/2022 00:00
34,727,17/04/2022 00:00
40,943,17/04/2022 00:00
42,1792,17/04/2022 00:00
20,1948,18/04/2022 00:00
24,1727,18/04/2022 00:00
26,1211,18/04/2022 00:00
28,1520,18/04/2022 00:00
33,990,18/04/2022 00:00
34,945,18/04/2022 00:00
40,1230,18/04/2022 00:00
42,2090,18/04/2022 00:00
20,6091,19/04/2022 00:00
21,406,19/04/2022 00:00
22,299,19/04/2022 00:00
23,268,19/04/2022 00:00
24,5912,19/04/2022 00:00
26,3062,19/04/2022 00:00
27,197,19/04/2022 00:00
28,4724,19/04/2022 00:00
29,150,19/04/2022 00:00
31,138,19/04/2022 00:00
32,142,19/04/2022 00:00
33,3868,19/04/2022 00:00
34,4201,19/04/2022 00:00
35,241,19/04/2022 00:00
36,217,19/04/2022 00:00
40,2433,19/04/2022 00:00
42,6879,19/04/2022 00:00
43,325,19/04/2022 00:00
44,79,19/04/2022 00:00
20,6798,20/04/2022 00:00
21,396,20/04/2022 00:00
22,278,20/04/2022 00:00
23,266,20/04/2022 00:00
24,6333,20/04/2022 00:00
26,3204,20/04/2022 00:00
27,209,20/04/2022 00:00
28,5033,20/04/2022 00:00
29,170,20/04/2022 00:00
31,124,20/04/2022 00:00
32,159,20/04/2022 00:00
33,4563,20/04/2022 00:00
34,4720,20/04/2022 00:00
35,240,20/04/2022 00:00
36,255,20/04/2022 00:00
40,2555,20/04/2022 00:00
42,6930,20/04/2022 00:00
43,320,20/04/2022 00:00
44,104,20/04/2022 00:00
20,6658,21/04/2022 00:00
21,431,21/04/2022 00:00
22,327,21/04/2022 00:00
23,260,21/04/2022 00:00
24,5650,21/04/2022 00:00
26,2837,21/04/2022 00:00
27,216,21/04/2022 00:00
28,4765,21/04/2022 00:00
29,163,21/04/2022 00:00
31,148,21/04/2022 00:00
32,147,21/04/2022 00:00
33,4446,21/04/2022 00:00
34,4789,21/04/2022 00:00
35,272,21/04/2022 00:00
36,305,21/04/2022 00:00
40,2596,21/04/2022 00:00
42,6313,21/04/2022 00:00
43,347,21/04/2022 00:00
44,69,21/04/2022 00:00
20,6858,22/04/2022 00:00
21,498,22/04/2022 00:00
22,284,22/04/2022 00:00
23,239,22/04/2022 00:00
24,6443,22/04/2022 00:00
26,3305,22/04/2022 00:00
27,185,22/04/2022 00:00
28,5261,22/04/2022 00:00
29,143,22/04/2022 00:00
31,125,22/04/2022 00:00
32,128,22/04/2022 00:00
33,4296,22/04/2022 00:00
34,4820,22/04/2022 00:00
35,247,22/04/2022 00:00
36,226,22/04/2022 00:00
40,2692,22/04/2022 00:00
42,6882,22/04/2022 00:00
43,306,22/04/2022 00:00
44,70,22/04/2022 00:00
20,5421,23/04/2022 00:00
24,3689,23/04/2022 00:00
26,2663,23/04/2022 00:00
28,5064,23/04/2022 00:00
33,2777,23/04/2022 00:00
34,2654,23/04/2022 00:00
40,1894,23/04/2022 00:00
42,5020,23/04/2022 00:00
20,2281,24/04/2022 00:00
24,1804,24/04/2022 00:00
26,1106,24/04/2022 00:00
28,1594,24/04/2022 00:00
33,1246,24/04/2022 00:00
34,1199,24/04/2022 00:00
40,1209,24/04/2022 00:00
42,2155,24/04/2022 00:00
20,6612,25/04/2022 00:00
21,544,25/04/2022 00:00
22,349,25/04/2022 00:00
23,273,25/04/2022 00:00
24,5584,25/04/2022 00:00
26,2938,25/04/2022 00:00
27,206,25/04/2022 00:00
28,4779,25/04/2022 00:00
29,176,25/04/2022 00:00
31,166,25/04/2022 00:00
